,pcons,proq4,qmeanDisCo,seqlen,dan,FC,Neff,contact_L,DIS,FH,P
120,0.955,0.34,0.49200000000000005,60.0,0.532,0.4833333333,8.50755,0.36666666666666664,0.502452,0.18333333329999998,0.1166666667
121,0.945,0.342,0.444,60.0,0.531,0.4833333333,8.50755,0.36666666666666664,0.502452,0.18333333329999998,0.1166666667
122,0.9420000000000001,0.336,0.478,60.0,0.534,0.4833333333,8.50755,0.36666666666666664,0.502452,0.18333333329999998,0.1166666667
123,0.9329999999999999,0.273,0.452,60.0,0.519,0.4833333333,8.50755,0.36666666666666664,0.502452,0.18333333329999998,0.1166666667
124,0.9229999999999999,0.344,0.446,60.0,0.5379999999999999,0.4833333333,8.50755,0.36666666666666664,0.502452,0.18333333329999998,0.1166666667
125,0.9540000000000001,0.415,0.302,331.0,0.501,0.5256797583,7.86943,0.4773413897280967,0.46246499999999996,0.36253776439999996,0.0422960725
126,0.943,0.406,0.306,331.0,0.506,0.5256797583,7.86943,0.4773413897280967,0.46246499999999996,0.36253776439999996,0.0422960725
127,0.9420000000000001,0.42700000000000005,0.305,331.0,0.496,0.5256797583,7.86943,0.4773413897280967,0.46246499999999996,0.36253776439999996,0.0422960725
128,0.9390000000000001,0.41100000000000003,0.314,331.0,0.491,0.5256797583,7.86943,0.4773413897280967,0.46246499999999996,0.36253776439999996,0.0422960725
129,0.934,0.42,0.29600000000000004,331.0,0.499,0.5256797583,7.86943,0.4773413897280967,0.46246499999999996,0.36253776439999996,0.0422960725
130,0.95,0.491,0.502,65.0,0.52,0.3076923077,4.33577,0.35384615384615387,0.439378,0.23076923079999997,0.015384615400000001
131,0.95,0.48200000000000004,0.5379999999999999,65.0,0.52,0.3076923077,4.33577,0.35384615384615387,0.439378,0.23076923079999997,0.015384615400000001
132,0.9420000000000001,0.474,0.539,65.0,0.545,0.3076923077,4.33577,0.35384615384615387,0.439378,0.23076923079999997,0.015384615400000001
133,0.935,0.495,0.431,65.0,0.48,0.3076923077,4.33577,0.35384615384615387,0.439378,0.23076923079999997,0.015384615400000001
134,0.932,0.509,0.522,65.0,0.556,0.3076923077,4.33577,0.35384615384615387,0.439378,0.23076923079999997,0.015384615400000001
135,0.9490000000000001,0.442,0.2,243.0,0.371,0.47325102880000003,9.68435,0.18518518518518517,0.38648000000000005,0.46502057609999997,0.0823045267
136,0.948,0.429,0.204,243.0,0.371,0.47325102880000003,9.68435,0.18518518518518517,0.38648000000000005,0.46502057609999997,0.0823045267
137,0.9470000000000001,0.41700000000000004,0.2,243.0,0.373,0.47325102880000003,9.68435,0.18518518518518517,0.38648000000000005,0.46502057609999997,0.0823045267
138,0.9420000000000001,0.45,0.19,243.0,0.381,0.47325102880000003,9.68435,0.18518518518518517,0.38648000000000005,0.46502057609999997,0.0823045267
139,0.941,0.42,0.205,243.0,0.379,0.47325102880000003,9.68435,0.18518518518518517,0.38648000000000005,0.46502057609999997,0.0823045267
140,0.948,0.32899999999999996,0.7040000000000001,39.0,0.512,0.2820512821,5.73965,0.0,0.255343,0.7179487179,0.0256410256
141,0.946,0.297,0.706,39.0,0.562,0.2820512821,5.73965,0.0,0.255343,0.7179487179,0.0256410256
142,0.9420000000000001,0.32899999999999996,0.7020000000000001,39.0,0.564,0.2820512821,5.73965,0.0,0.255343,0.7179487179,0.0256410256
143,0.91,0.349,0.6990000000000001,39.0,0.518,0.2820512821,5.73965,0.0,0.255343,0.7179487179,0.0256410256
144,0.851,0.267,0.5920000000000001,39.0,0.508,0.2820512821,5.73965,0.0,0.255343,0.7179487179,0.0256410256
145,0.9470000000000001,0.159,0.488,22.0,0.588,0.5909090909,4.70924,0.045454545454545456,0.278455,0.3181818182,0.0909090909
146,0.945,0.16,0.506,22.0,0.611,0.5909090909,4.70924,0.045454545454545456,0.278455,0.3181818182,0.0909090909
147,0.93,0.15,0.474,22.0,0.5529999999999999,0.5909090909,4.70924,0.045454545454545456,0.278455,0.3181818182,0.0909090909
148,0.917,0.198,0.484,22.0,0.623,0.5909090909,4.70924,0.045454545454545456,0.278455,0.3181818182,0.0909090909
149,0.882,0.163,0.491,22.0,0.602,0.5909090909,4.70924,0.045454545454545456,0.278455,0.3181818182,0.0909090909
150,0.946,0.376,0.5710000000000001,45.0,0.451,0.6222222222,3.6587699999999996,0.28888888888888886,0.08317689999999998,0.22222222219999999,0.0666666667
151,0.941,0.39899999999999997,0.574,45.0,0.44799999999999995,0.6222222222,3.6587699999999996,0.28888888888888886,0.08317689999999998,0.22222222219999999,0.0666666667
152,0.9390000000000001,0.40299999999999997,0.5579999999999999,45.0,0.44,0.6222222222,3.6587699999999996,0.28888888888888886,0.08317689999999998,0.22222222219999999,0.0666666667
153,0.938,0.37799999999999995,0.54,45.0,0.47200000000000003,0.6222222222,3.6587699999999996,0.28888888888888886,0.08317689999999998,0.22222222219999999,0.0666666667
154,0.893,0.36,0.586,45.0,0.47100000000000003,0.6222222222,3.6587699999999996,0.28888888888888886,0.08317689999999998,0.22222222219999999,0.0666666667
155,0.945,0.27399999999999997,0.276,332.0,0.44,0.6024096386,4.32014,0.006024096385542169,0.739337,0.38554216869999997,0.078313253
156,0.943,0.27399999999999997,0.273,332.0,0.377,0.6024096386,4.32014,0.006024096385542169,0.739337,0.38554216869999997,0.078313253
157,0.927,0.264,0.24600000000000002,332.0,0.43200000000000005,0.6024096386,4.32014,0.006024096385542169,0.739337,0.38554216869999997,0.078313253
158,0.888,0.278,0.264,332.0,0.462,0.6024096386,4.32014,0.006024096385542169,0.739337,0.38554216869999997,0.078313253
159,0.8859999999999999,0.247,0.2,332.0,0.387,0.6024096386,4.32014,0.006024096385542169,0.739337,0.38554216869999997,0.078313253
160,0.9440000000000001,0.183,0.5720000000000001,41.0,0.8909999999999999,0.3414634146,4.9930900000000005,0.024390243902439025,0.311323,0.6585365854,0.0
161,0.9440000000000001,0.188,0.627,41.0,0.879,0.3414634146,4.9930900000000005,0.024390243902439025,0.311323,0.6585365854,0.0
162,0.935,0.19399999999999998,0.5479999999999999,41.0,0.885,0.3414634146,4.9930900000000005,0.024390243902439025,0.311323,0.6585365854,0.0
163,0.915,0.18600000000000003,0.563,41.0,0.8740000000000001,0.3414634146,4.9930900000000005,0.024390243902439025,0.311323,0.6585365854,0.0
164,0.855,0.158,0.517,41.0,0.802,0.3414634146,4.9930900000000005,0.024390243902439025,0.311323,0.6585365854,0.0
165,0.937,0.172,0.563,43.0,0.541,0.4651162791,2.57958,0.09302325581395349,0.602784,0.5348837209,0.023255814
166,0.907,0.166,0.5379999999999999,43.0,0.616,0.4651162791,2.57958,0.09302325581395349,0.602784,0.5348837209,0.023255814
167,0.904,0.168,0.535,43.0,0.63,0.4651162791,2.57958,0.09302325581395349,0.602784,0.5348837209,0.023255814
168,0.882,0.174,0.575,43.0,0.613,0.4651162791,2.57958,0.09302325581395349,0.602784,0.5348837209,0.023255814
169,0.882,0.171,0.573,43.0,0.563,0.4651162791,2.57958,0.09302325581395349,0.602784,0.5348837209,0.023255814
170,0.9329999999999999,0.373,0.6559999999999999,33.0,0.775,0.3939393939,5.54076,0.18181818181818182,0.2633,0.6060606061,0.0303030303
171,0.93,0.36700000000000005,0.654,33.0,0.8009999999999999,0.3939393939,5.54076,0.18181818181818182,0.2633,0.6060606061,0.0303030303
172,0.929,0.364,0.6579999999999999,33.0,0.784,0.3939393939,5.54076,0.18181818181818182,0.2633,0.6060606061,0.0303030303
173,0.927,0.373,0.645,33.0,0.763,0.3939393939,5.54076,0.18181818181818182,0.2633,0.6060606061,0.0303030303
174,0.9,0.37799999999999995,0.6409999999999999,33.0,0.795,0.3939393939,5.54076,0.18181818181818182,0.2633,0.6060606061,0.0303030303
175,0.932,0.209,0.514,53.0,0.48,0.4716981132,5.73626,0.07547169811320754,0.0042899999999999995,0.4339622642,0.0377358491
176,0.93,0.196,0.486,53.0,0.45299999999999996,0.4716981132,5.73626,0.07547169811320754,0.0042899999999999995,0.4339622642,0.0377358491
177,0.929,0.184,0.473,53.0,0.431,0.4716981132,5.73626,0.07547169811320754,0.0042899999999999995,0.4339622642,0.0377358491
178,0.904,0.193,0.523,53.0,0.45799999999999996,0.4716981132,5.73626,0.07547169811320754,0.0042899999999999995,0.4339622642,0.0377358491
179,0.893,0.20600000000000002,0.55,53.0,0.434,0.4716981132,5.73626,0.07547169811320754,0.0042899999999999995,0.4339622642,0.0377358491
180,0.9309999999999999,0.23199999999999998,0.631,35.0,0.568,0.4857142857,7.574610000000001,0.11428571428571428,0.415414,0.4,0.0857142857
181,0.9179999999999999,0.244,0.645,35.0,0.52,0.4857142857,7.574610000000001,0.11428571428571428,0.415414,0.4,0.0857142857
182,0.917,0.23600000000000002,0.606,35.0,0.528,0.4857142857,7.574610000000001,0.11428571428571428,0.415414,0.4,0.0857142857
183,0.917,0.23199999999999998,0.6509999999999999,35.0,0.529,0.4857142857,7.574610000000001,0.11428571428571428,0.415414,0.4,0.0857142857
184,0.9059999999999999,0.242,0.595,35.0,0.568,0.4857142857,7.574610000000001,0.11428571428571428,0.415414,0.4,0.0857142857
185,0.929,0.529,0.6,124.0,0.5660000000000001,0.435483871,10.584000000000001,1.2903225806451613,0.303487,0.314516129,0.0322580645
186,0.924,0.539,0.5710000000000001,124.0,0.511,0.435483871,10.584000000000001,1.2903225806451613,0.303487,0.314516129,0.0322580645
187,0.919,0.491,0.585,124.0,0.526,0.435483871,10.584000000000001,1.2903225806451613,0.303487,0.314516129,0.0322580645
188,0.909,0.498,0.528,124.0,0.466,0.435483871,10.584000000000001,1.2903225806451613,0.303487,0.314516129,0.0322580645
189,0.885,0.528,0.604,124.0,0.573,0.435483871,10.584000000000001,1.2903225806451613,0.303487,0.314516129,0.0322580645
190,0.9279999999999999,0.627,0.586,73.0,0.6559999999999999,0.39726027399999997,11.1769,0.8082191780821918,0.39684400000000003,0.5890410959000001,0.0
191,0.91,0.643,0.5920000000000001,73.0,0.654,0.39726027399999997,11.1769,0.8082191780821918,0.39684400000000003,0.5890410959000001,0.0
192,0.907,0.627,0.5920000000000001,73.0,0.642,0.39726027399999997,11.1769,0.8082191780821918,0.39684400000000003,0.5890410959000001,0.0
193,0.9,0.638,0.588,73.0,0.649,0.39726027399999997,11.1769,0.8082191780821918,0.39684400000000003,0.5890410959000001,0.0
194,0.8690000000000001,0.613,0.542,73.0,0.6659999999999999,0.39726027399999997,11.1769,0.8082191780821918,0.39684400000000003,0.5890410959000001,0.0
195,0.922,0.499,0.392,90.0,0.5589999999999999,0.7888888889,9.26645,1.5666666666666667,0.329463,0.0,0.0888888889
196,0.917,0.556,0.364,90.0,0.5660000000000001,0.7888888889,9.26645,1.5666666666666667,0.329463,0.0,0.0888888889
197,0.9079999999999999,0.506,0.37799999999999995,90.0,0.504,0.7888888889,9.26645,1.5666666666666667,0.329463,0.0,0.0888888889
198,0.905,0.52,0.392,90.0,0.525,0.7888888889,9.26645,1.5666666666666667,0.329463,0.0,0.0888888889
199,0.905,0.52,0.419,90.0,0.562,0.7888888889,9.26645,1.5666666666666667,0.329463,0.0,0.0888888889
200,0.92,0.21899999999999997,0.414,93.0,0.488,0.7311827956999999,4.75704,0.043010752688172046,0.787198,0.2688172043,0.2365591398
201,0.917,0.214,0.41,93.0,0.45399999999999996,0.7311827956999999,4.75704,0.043010752688172046,0.787198,0.2688172043,0.2365591398
